gene_name,Gene,Weight,Abs Weight
AL118508.3,AL118508.3,0.01575835175396645,0.01575835175396645
ITGA1,ITGA1,0.015758221314133725,0.015758221314133725
LINC01586,LINC01586,0.015757968922685182,0.015757968922685182
SLC10A6,SLC10A6,0.01575776427783219,0.01575776427783219
SERTM1,SERTM1,0.01575365488602395,0.01575365488602395
AMYH02020865.1,AMYH02020865.1,0.015738392863685214,0.015738392863685214
KLF6,KLF6,0.015738237436002788,0.015738237436002788
PNMA8C,PNMA8C,0.01573746892439873,0.01573746892439873
PLK1,PLK1,-0.01573677124094378,0.01573677124094378
LINC01091,LINC01091,0.015735736633543503,0.015735736633543503
ERVFRD-1,ERVFRD-1,0.01573268831596746,0.01573268831596746
CDCA5,CDCA5,-0.015731464549109977,0.015731464549109977
GINS2,GINS2,-0.015730992140469666,0.015730992140469666
AC097459.1,AC097459.1,0.01572687371290995,0.01572687371290995
TEPP,TEPP,0.015725070831854857,0.015725070831854857
LINC00640,LINC00640,0.015721206331119474,0.015721206331119474
ARHGEF40,ARHGEF40,0.015711397162176708,0.015711397162176708
PAK5,PAK5,0.015707795352577967,0.015707795352577967
APCDD1,APCDD1,0.015706447655865874,0.015706447655865874
AC087242.1,AC087242.1,0.01570538249797518,0.01570538249797518
PLPPR4,PLPPR4,0.015705108914902132,0.015705108914902132
SNTG2,SNTG2,0.01570307296549222,0.01570307296549222
SCN7A,SCN7A,0.01570295463674896,0.01570295463674896
PLD1,PLD1,0.015700200958740022,0.015700200958740022
FSTL1,FSTL1,0.015692569050638292,0.015692569050638292
GAS7,GAS7,0.01569239605102438,0.01569239605102438
RN7SKP161,RN7SKP161,0.015692383182961043,0.015692383182961043
AL031118.1,AL031118.1,0.01568687016875781,0.01568687016875781
AP000445.1,AP000445.1,0.015686666512996123,0.015686666512996123
GFRA2,GFRA2,0.0156859293609845,0.0156859293609845
AF064858.1,AF064858.1,0.015682800438533605,0.015682800438533605
MIR22HG,MIR22HG,0.015681526001067925,0.015681526001067925
AC020916.1,AC020916.1,0.015680859618634378,0.015680859618634378
SEMA6D,SEMA6D,0.015679987278416983,0.015679987278416983
MYH3,MYH3,0.01567891555088473,0.01567891555088473
FAM110D,FAM110D,0.015677787426201704,0.015677787426201704
AC002460.2,AC002460.2,0.015676683740834585,0.015676683740834585
DCN,DCN,0.01567035105521382,0.01567035105521382
KCNMB1,KCNMB1,0.015665904375578958,0.015665904375578958
CLEC3B,CLEC3B,0.015665747374460783,0.015665747374460783
GOLGA8N,GOLGA8N,0.01566448528097644,0.01566448528097644
AP002755.1,AP002755.1,0.015662690326851452,0.015662690326851452
SLC66A1L,SLC66A1L,0.015661868481015792,0.015661868481015792
CES1,CES1,0.01565599576375797,0.01565599576375797
SEL1L2,SEL1L2,0.015654189363542247,0.015654189363542247
PRDM16-DT,PRDM16-DT,0.015650946275642973,0.015650946275642973
NOVA2,NOVA2,0.015649311618052747,0.015649311618052747
TPX2,TPX2,-0.015648978222799103,0.015648978222799103
ZNF423,ZNF423,0.01564875143090539,0.01564875143090539
MIR221,MIR221,0.015645868287861242,0.015645868287861242
AC025164.1,AC025164.1,0.015630525197922567,0.015630525197922567
AL135841.1,AL135841.1,0.015629369146814332,0.015629369146814332
RBMS1P1,RBMS1P1,0.015627788582160854,0.015627788582160854
PLP1,PLP1,0.015627724718188685,0.015627724718188685
AC084277.1,AC084277.1,0.01562725863708149,0.01562725863708149
DNM1P46,DNM1P46,0.015616857981603815,0.015616857981603815
AC108156.1,AC108156.1,0.015613135436212611,0.015613135436212611
ZNF677,ZNF677,0.01560617275731832,0.01560617275731832
AC135178.2,AC135178.2,0.015605331431156269,0.015605331431156269
APOLD1,APOLD1,0.0156049445458392,0.0156049445458392
AC026469.1,AC026469.1,0.015604162243921619,0.015604162243921619
MRGPRF,MRGPRF,0.015603306197067797,0.015603306197067797
TWIST2,TWIST2,0.015595926616144616,0.015595926616144616
LINC02881,LINC02881,0.015595559996695804,0.015595559996695804
HAGHL,HAGHL,-0.015588030047992512,0.015588030047992512
AC013474.1,AC013474.1,0.015581963918558907,0.015581963918558907
LINC01412,LINC01412,0.015579997364698272,0.015579997364698272
LINC01058,LINC01058,0.015579785972704966,0.015579785972704966
SLC5A4,SLC5A4,0.015576697661220539,0.015576697661220539
AC110597.1,AC110597.1,0.015568371630436588,0.015568371630436588
NCAM1,NCAM1,0.01556400362988615,0.01556400362988615
ART4,ART4,0.015562939244357182,0.015562939244357182
AC010207.1,AC010207.1,0.015559877908432461,0.015559877908432461
AL591368.1,AL591368.1,0.01555651997005006,0.01555651997005006
HS3ST4,HS3ST4,0.015553475951934386,0.015553475951934386
AKR1C2,AKR1C2,0.015552236007393225,0.015552236007393225
AC015722.2,AC015722.2,0.015550994601589112,0.015550994601589112
GSTM5,GSTM5,0.015548107368648614,0.015548107368648614
SLC50A1,SLC50A1,-0.015539976128330513,0.015539976128330513
CD209,CD209,0.015537614104722076,0.015537614104722076
AC126182.3,AC126182.3,0.015535549038715528,0.015535549038715528
AL031291.1,AL031291.1,0.015534228855736125,0.015534228855736125
TF,TF,0.01552957168047613,0.01552957168047613
CLCA4-AS1,CLCA4-AS1,0.015524553139761602,0.015524553139761602
ADGRD2,ADGRD2,0.015518155085566615,0.015518155085566615
PDE1B,PDE1B,0.01551546586147057,0.01551546586147057
SH3TC2,SH3TC2,0.01551496355320928,0.01551496355320928
LINC02613,LINC02613,0.015513575597090809,0.015513575597090809
RMI2,RMI2,-0.015506501495819384,0.015506501495819384
RNF125,RNF125,0.015505833252600982,0.015505833252600982
LINC00211,LINC00211,0.015503466705015298,0.015503466705015298
LINCR-0003,LINCR-0003,0.015497104535972472,0.015497104535972472
DPP4,DPP4,0.015493692432703104,0.015493692432703104
NFIB,NFIB,0.01549180619654971,0.01549180619654971
F8,F8,0.015488026770211398,0.015488026770211398
LINC01266,LINC01266,0.015484863587768459,0.015484863587768459
SACS,SACS,0.015480636701367229,0.015480636701367229
TPPP2,TPPP2,0.015480574795719432,0.015480574795719432
AC246817.1,AC246817.1,0.015478496475416572,0.015478496475416572
COL4A2-AS1,COL4A2-AS1,0.015477903792985817,0.015477903792985817
PHKG1,PHKG1,0.015477197719138663,0.015477197719138663
KLHL13,KLHL13,0.015465547205085096,0.015465547205085096
AL354950.3,AL354950.3,0.015455743339761149,0.015455743339761149
GRK5,GRK5,0.015454123048209251,0.015454123048209251
AC130466.1,AC130466.1,0.015454020200522162,0.015454020200522162
LAMA4-AS1,LAMA4-AS1,0.015448660416861349,0.015448660416861349
TSHB,TSHB,0.015444957209040048,0.015444957209040048
GPM6B,GPM6B,0.015439750565694093,0.015439750565694093
AC073359.1,AC073359.1,0.015432917152937858,0.015432917152937858
AC007193.2,AC007193.2,0.015431366056868998,0.015431366056868998
OR10A6,OR10A6,0.015431164326923347,0.015431164326923347
HMCN2,HMCN2,0.01543051380345814,0.01543051380345814
LINC00517,LINC00517,0.015428223048967338,0.015428223048967338
AC018445.5,AC018445.5,0.015423516160433979,0.015423516160433979
CYTL1,CYTL1,0.015419887850871441,0.015419887850871441
FAM124A,FAM124A,0.015419081328217017,0.015419081328217017
ATP6V0B,ATP6V0B,-0.015417335390722028,0.015417335390722028
MGAT3,MGAT3,0.015410798417080939,0.015410798417080939
LGALS12,LGALS12,0.01540852540622508,0.01540852540622508
SELP,SELP,0.015405833144199682,0.015405833144199682
AC090825.1,AC090825.1,0.015404153623495795,0.015404153623495795
SKAP2,SKAP2,0.015403271500037202,0.015403271500037202
KLHL4,KLHL4,0.015397710682283648,0.015397710682283648
SLC2A3P2,SLC2A3P2,0.015397633064121284,0.015397633064121284
CHST3,CHST3,0.015394754771490965,0.015394754771490965
SCN2A,SCN2A,0.01539309459862958,0.01539309459862958
SNRNP25,SNRNP25,-0.015388721010795674,0.015388721010795674
AC092376.3,AC092376.3,0.015388537116668908,0.015388537116668908
ANO6,ANO6,0.015388510277684163,0.015388510277684163
RAD1P2,RAD1P2,0.015387787722078567,0.015387787722078567
KCNIP2-AS1,KCNIP2-AS1,0.015386905022298832,0.015386905022298832
NMUR1,NMUR1,0.01538304573839418,0.01538304573839418
TTLL10-AS1,TTLL10-AS1,0.01537818010488593,0.01537818010488593
AC063952.1,AC063952.1,0.015377684277760756,0.015377684277760756
AC113368.1,AC113368.1,0.015374753182152359,0.015374753182152359
SMIM10,SMIM10,0.015374193064853112,0.015374193064853112
AL512643.2,AL512643.2,0.015373466014288597,0.015373466014288597
KLF4,KLF4,0.015373399373913252,0.015373399373913252
GFAP,GFAP,0.015372963833931408,0.015372963833931408
SEC1P,SEC1P,0.015371967844331218,0.015371967844331218
AGAP11,AGAP11,0.015370580002731924,0.015370580002731924
FBXO40,FBXO40,0.015368556936052479,0.015368556936052479
KIF18B,KIF18B,-0.015367810960441272,0.015367810960441272
TIMM17B,TIMM17B,-0.0153660761722986,0.0153660761722986
ANGPTL8,ANGPTL8,0.015365833628621975,0.015365833628621975
AL136982.1,AL136982.1,0.01536535984410289,0.01536535984410289
LINC01013,LINC01013,0.015364862244411227,0.015364862244411227
AADAC,AADAC,0.015360012551237277,0.015360012551237277
GYG2,GYG2,0.015358488357632821,0.015358488357632821
NUDT9P1,NUDT9P1,0.01535626734898999,0.01535626734898999
MIR222HG,MIR222HG,0.015356259796513365,0.015356259796513365
C6,C6,0.01535617111782293,0.01535617111782293
CDH12,CDH12,0.01535568369284144,0.01535568369284144
CDK1,CDK1,-0.015355091411448918,0.015355091411448918
AC110772.1,AC110772.1,0.015349717721777253,0.015349717721777253
RNU5B-3P,RNU5B-3P,0.01534800341344409,0.01534800341344409
JAZF1-AS1,JAZF1-AS1,0.01534761258767551,0.01534761258767551
INTS6L,INTS6L,0.015346446018668528,0.015346446018668528
LINC01625,LINC01625,0.01534459342848403,0.01534459342848403
LAMA4,LAMA4,0.015341520269206828,0.015341520269206828
AC097518.2,AC097518.2,0.015338317076776707,0.015338317076776707
LINC00844,LINC00844,0.015336877417321603,0.015336877417321603
LINC02104,LINC02104,0.015328189834908622,0.015328189834908622
AP001360.1,AP001360.1,0.015327427638378716,0.015327427638378716
FGFBP2,FGFBP2,0.015326953539607628,0.015326953539607628
ADAMTSL4,ADAMTSL4,0.01532601423621041,0.01532601423621041
SAPCD2,SAPCD2,-0.015325010475372719,0.015325010475372719
RRM2,RRM2,-0.01532120589992498,0.01532120589992498
GALR1,GALR1,0.015320445748184846,0.015320445748184846
SAA2,SAA2,0.015311889922486886,0.015311889922486886
TRMT9B,TRMT9B,0.015309507553088502,0.015309507553088502
HSD11B1,HSD11B1,0.015307992436025118,0.015307992436025118
OR2A1,OR2A1,0.015307699275452075,0.015307699275452075
KCNA4,KCNA4,0.015305931516264634,0.015305931516264634
LINC02847,LINC02847,0.01530144752235182,0.01530144752235182
GABRE,GABRE,0.015301222711888635,0.015301222711888635
MCAM,MCAM,0.015296818046957178,0.015296818046957178
KCNIP1,KCNIP1,0.015294682655387618,0.015294682655387618
PER1,PER1,0.015292958906924314,0.015292958906924314
ICAM2,ICAM2,0.015286116062232721,0.015286116062232721
NTRK3,NTRK3,0.015285066485674712,0.015285066485674712
IL11RA,IL11RA,0.015285036233677197,0.015285036233677197
MRC1,MRC1,0.015279199063601687,0.015279199063601687
CDC20,CDC20,-0.015278079765942722,0.015278079765942722
POLR3K,POLR3K,-0.015274701735277877,0.015274701735277877
CALN1,CALN1,0.015273728593551777,0.015273728593551777
SYT15,SYT15,0.015268485541174106,0.015268485541174106
IRAG1,IRAG1,0.015264229600936468,0.015264229600936468
HBB,HBB,0.015263901100431566,0.015263901100431566
MGARP,MGARP,0.01526332397872376,0.01526332397872376
ARHGAP10,ARHGAP10,0.015257973682094141,0.015257973682094141
TMEM47,TMEM47,0.015251911810100138,0.015251911810100138
LCA5,LCA5,0.01525073834692802,0.01525073834692802
WSCD1,WSCD1,0.01525025976993908,0.01525025976993908
GIMAP3P,GIMAP3P,0.01524958375765691,0.01524958375765691
DNAJC18,DNAJC18,0.015248597973139811,0.015248597973139811
MASP2,MASP2,0.015247473748937203,0.015247473748937203
CNTFR-AS1,CNTFR-AS1,0.015247371559137938,0.015247371559137938
RASL12,RASL12,0.01524660439032306,0.01524660439032306
SOGA3,SOGA3,0.015246246919899262,0.015246246919899262
AP000866.2,AP000866.2,0.0152447378484667,0.0152447378484667
ABCG2,ABCG2,0.015242619384033563,0.015242619384033563
ACO1,ACO1,0.015240383428933052,0.015240383428933052
MOCS1,MOCS1,0.015237816306197829,0.015237816306197829
LINC02391,LINC02391,0.01522939989096122,0.01522939989096122
LNCOG,LNCOG,0.015229302844046996,0.015229302844046996
GABRA4,GABRA4,0.015227870272644226,0.015227870272644226
BVES-AS1,BVES-AS1,0.015224633128743078,0.015224633128743078
PTCH1,PTCH1,0.015223954736345148,0.015223954736345148
XPC-AS1,XPC-AS1,0.01522354559365255,0.01522354559365255
CDK5,CDK5,-0.015221243521757737,0.015221243521757737
HAS3,HAS3,0.015218438590210855,0.015218438590210855
AL158212.3,AL158212.3,0.01521706085322247,0.01521706085322247
PIK3R1,PIK3R1,0.015216075381147304,0.015216075381147304
GAS1,GAS1,0.015215572439530365,0.015215572439530365
MAP1B,MAP1B,0.015209236322413876,0.015209236322413876
DCUN1D3,DCUN1D3,0.015207068795893576,0.015207068795893576
MT1M,MT1M,0.015206845783144166,0.015206845783144166
ANKRD33B,ANKRD33B,0.015200924223121826,0.015200924223121826
AC019131.2,AC019131.2,0.015200475064966853,0.015200475064966853
TMEM37,TMEM37,0.015188099366099576,0.015188099366099576
SATB1,SATB1,0.01518730681351767,0.01518730681351767
AC007368.1,AC007368.1,0.015185721456525927,0.015185721456525927
PIWIL4,PIWIL4,0.015183242431492936,0.015183242431492936
AC117509.1,AC117509.1,0.015180534132024392,0.015180534132024392
AL355073.1,AL355073.1,0.015179300017452583,0.015179300017452583
PPP4C,PPP4C,-0.015176614963659475,0.015176614963659475
HJURP,HJURP,-0.015172392371489861,0.015172392371489861
HID1-AS1,HID1-AS1,0.015171213791996218,0.015171213791996218
SGCZ,SGCZ,0.015170988370617625,0.015170988370617625
AC015712.7,AC015712.7,0.015170609589696706,0.015170609589696706
HLX-AS1,HLX-AS1,0.01516477550691539,0.01516477550691539
AL157770.1,AL157770.1,0.015164582944192049,0.015164582944192049
LINC01152,LINC01152,0.01516053484472251,0.01516053484472251
PDZRN3-AS1,PDZRN3-AS1,0.015158979018230987,0.015158979018230987
AL355073.2,AL355073.2,0.015158912178054798,0.015158912178054798
UNC13C,UNC13C,0.015149127979555406,0.015149127979555406
HES6,HES6,-0.015137790258115966,0.015137790258115966
AURKA,AURKA,-0.015136110016877003,0.015136110016877003
DGKI,DGKI,0.015133755927543135,0.015133755927543135
RND3,RND3,0.01513306447800587,0.01513306447800587
DSC1,DSC1,0.015127014182421213,0.015127014182421213
FAM124B,FAM124B,0.015126669300200754,0.015126669300200754
AC083864.5,AC083864.5,0.015126621941166459,0.015126621941166459
AC025774.1,AC025774.1,0.015123531655175996,0.015123531655175996
LINC00842,LINC00842,0.01512065952166659,0.01512065952166659
AC095032.1,AC095032.1,0.015120051842574377,0.015120051842574377
FHOD3,FHOD3,0.0151198498762259,0.0151198498762259
AC245187.2,AC245187.2,0.015115977131535332,0.015115977131535332
VSTM4,VSTM4,0.015113347274216512,0.015113347274216512
TP63,TP63,0.0151097924250089,0.0151097924250089
LINC01186,LINC01186,0.015109768473341022,0.015109768473341022
ZFP36,ZFP36,0.015108074038410278,0.015108074038410278
AL035447.1,AL035447.1,0.015101674802033387,0.015101674802033387
CYP2AC1P,CYP2AC1P,0.015095367067661672,0.015095367067661672
AMOTL2,AMOTL2,0.015095113848995314,0.015095113848995314
RHPN1,RHPN1,-0.015093753606385776,0.015093753606385776
AC010872.2,AC010872.2,0.015092888137705065,0.015092888137705065
SLC1A7,SLC1A7,0.015089900909066612,0.015089900909066612
TRABD2B,TRABD2B,0.015089648508020222,0.015089648508020222
LINC02240,LINC02240,0.015086360969565957,0.015086360969565957
HCG11,HCG11,0.015083025984982163,0.015083025984982163
ERICH4,ERICH4,0.015082848975607403,0.015082848975607403
AC000085.1,AC000085.1,0.0150814824163145,0.0150814824163145
FGL2,FGL2,0.015080612935688197,0.015080612935688197
AC093909.4,AC093909.4,0.015078936637210699,0.015078936637210699
RHOQ,RHOQ,0.015078788213163451,0.015078788213163451
MIR6071,MIR6071,0.015078271339491134,0.015078271339491134
AC072022.2,AC072022.2,0.01507011431848999,0.01507011431848999
PRNP,PRNP,0.015066565254303107,0.015066565254303107
TMEM71,TMEM71,0.015066423596874262,0.015066423596874262
NACC1,NACC1,-0.015064737786248984,0.015064737786248984
AC053545.1,AC053545.1,0.015062733974244498,0.015062733974244498
AC147651.1,AC147651.1,0.015054592976664108,0.015054592976664108
PGP,PGP,-0.01505432754042822,0.01505432754042822
AC092164.1,AC092164.1,0.015050735089869798,0.015050735089869798
MIR497HG,MIR497HG,0.01504911961378729,0.01504911961378729
AC108075.1,AC108075.1,0.015048723216191422,0.015048723216191422
AC023296.1,AC023296.1,0.015047744123280322,0.015047744123280322
AC123595.2,AC123595.2,0.015045095615453067,0.015045095615453067
AL353693.1,AL353693.1,0.01503645345174942,0.01503645345174942
FEZ1,FEZ1,0.015036014914732967,0.015036014914732967
AC100805.1,AC100805.1,0.015034187016175458,0.015034187016175458
DBNDD1,DBNDD1,-0.015031974631775222,0.015031974631775222
CDC45,CDC45,-0.015027776378459992,0.015027776378459992
RPUSD1,RPUSD1,-0.015024154209878085,0.015024154209878085
FILIP1L,FILIP1L,0.015017278891034562,0.015017278891034562
MIR6503,MIR6503,0.015010019564480738,0.015010019564480738
LINC01839,LINC01839,0.015008097532977636,0.015008097532977636
NUF2,NUF2,-0.01500699770486615,0.01500699770486615
OLFML1,OLFML1,0.015006837640931357,0.015006837640931357
AC114814.1,AC114814.1,0.01500528357695491,0.01500528357695491
AC092954.1,AC092954.1,0.01500314648982997,0.01500314648982997
RGCC,RGCC,0.014994989227115786,0.014994989227115786
AC084759.3,AC084759.3,0.014992181895009123,0.014992181895009123
NDRG2,NDRG2,0.014990800109289755,0.014990800109289755
AL731553.1,AL731553.1,0.01498744919475019,0.01498744919475019
MYBL2,MYBL2,-0.014987253358150241,0.014987253358150241
AL591463.1,AL591463.1,0.014983883273417915,0.014983883273417915
AC016931.1,AC016931.1,0.014977971749862987,0.014977971749862987
PHYHIPL,PHYHIPL,0.014974743289866949,0.014974743289866949
KCTD16,KCTD16,0.014972728811292562,0.014972728811292562
RCAN2,RCAN2,0.014965828535042853,0.014965828535042853
STK32A,STK32A,0.014964554828985508,0.014964554828985508
AC246817.2,AC246817.2,0.014963973516348657,0.014963973516348657
AP001094.2,AP001094.2,0.014962035893840365,0.014962035893840365
AC006963.1,AC006963.1,0.014960953610272694,0.014960953610272694
AC009320.1,AC009320.1,0.014960859837607683,0.014960859837607683
MYOSLID,MYOSLID,0.014959872433344071,0.014959872433344071
AC105021.1,AC105021.1,0.014954309175495693,0.014954309175495693
AC021188.1,AC021188.1,0.014951316738404517,0.014951316738404517
JPH2,JPH2,0.014951030095132718,0.014951030095132718
PTN,PTN,0.014950816045812599,0.014950816045812599
PENK,PENK,0.014950524428548712,0.014950524428548712
MPDZ,MPDZ,0.01494832372479516,0.01494832372479516
FBXL6,FBXL6,-0.01494679536855367,0.01494679536855367
NGFR,NGFR,0.014946741466763471,0.014946741466763471
TMEM246-AS1,TMEM246-AS1,0.014946557933265952,0.014946557933265952
SAA1,SAA1,0.014939280939784532,0.014939280939784532
CCM2L,CCM2L,0.014936888982575197,0.014936888982575197
LAGE3,LAGE3,-0.014936065945084143,0.014936065945084143
AC138776.1,AC138776.1,0.014933064221324115,0.014933064221324115
METTL24,METTL24,0.014929127069027052,0.014929127069027052
YAP1,YAP1,0.014927489950373789,0.014927489950373789
SPART-AS1,SPART-AS1,0.014925938620945005,0.014925938620945005
PDZRN3,PDZRN3,0.014924754398163417,0.014924754398163417
KCNH8,KCNH8,0.014924315822335058,0.014924315822335058
TEAD1,TEAD1,0.014923818767949822,0.014923818767949822
COLCA1,COLCA1,0.014919321952984463,0.014919321952984463
OR7C1,OR7C1,0.014917633240654765,0.014917633240654765
VWCE,VWCE,0.014916293676120341,0.014916293676120341
LHX6,LHX6,0.014916125147795022,0.014916125147795022
SMIM10L2A,SMIM10L2A,0.014912836359715806,0.014912836359715806
KCNE1B,KCNE1B,0.014912525168632429,0.014912525168632429
CXCR2,CXCR2,0.01490776075752352,0.01490776075752352
FAXDC2,FAXDC2,0.014905981286759793,0.014905981286759793
BICDL1,BICDL1,-0.014903971498601832,0.014903971498601832
NODAL,NODAL,0.014903380228202819,0.014903380228202819
EHBP1,EHBP1,0.014902754545022493,0.014902754545022493
SLC6A2,SLC6A2,0.014901471332116493,0.014901471332116493
CMTM5,CMTM5,0.014899458526746415,0.014899458526746415
WDR62,WDR62,-0.014899310853194347,0.014899310853194347
EMC9,EMC9,-0.014892918630597633,0.014892918630597633
AKAIN1,AKAIN1,0.014892541407846953,0.014892541407846953
IGFBP6,IGFBP6,0.014892367941103771,0.014892367941103771
XKR4,XKR4,0.014891691271208193,0.014891691271208193
LRRC77P,LRRC77P,0.014891252496037075,0.014891252496037075
HGH1,HGH1,-0.01488552913589515,0.01488552913589515
KCNC4,KCNC4,0.014883277159265806,0.014883277159265806
GHR,GHR,0.014881040138154672,0.014881040138154672
CAV3,CAV3,0.014875103209343815,0.014875103209343815
ALDH1A3,ALDH1A3,0.01487353091020074,0.01487353091020074
SLC25A39,SLC25A39,-0.014872610152926603,0.014872610152926603
RASGRF2-AS1,RASGRF2-AS1,0.014868237710170751,0.014868237710170751
AP001922.3,AP001922.3,0.014867726258101099,0.014867726258101099
SAC3D1,SAC3D1,-0.014865392221411096,0.014865392221411096
AC004263.2,AC004263.2,0.014863099511910631,0.014863099511910631
IL6,IL6,0.014862099707734193,0.014862099707734193
GIMAP7,GIMAP7,0.014861293848205843,0.014861293848205843
CNR1,CNR1,0.01485925327583736,0.01485925327583736
ACSM2B,ACSM2B,0.014858700243963676,0.014858700243963676
PPP4R1L,PPP4R1L,0.0148566402697365,0.0148566402697365
GALNT8,GALNT8,0.014853664010390058,0.014853664010390058
AP001628.2,AP001628.2,0.014850711165206252,0.014850711165206252
CDKN1C,CDKN1C,0.014849077811107473,0.014849077811107473
FAM83H,FAM83H,-0.01483769359633867,0.01483769359633867
AL354861.3,AL354861.3,0.014835355421807542,0.014835355421807542
CAPZA3,CAPZA3,0.014834275511276071,0.014834275511276071
AC104237.2,AC104237.2,0.014833650241482307,0.014833650241482307
ADAMTS18,ADAMTS18,0.014833229937077889,0.014833229937077889
RAD51,RAD51,-0.014826845452784832,0.014826845452784832
AADACL2,AADACL2,0.01482450674240888,0.01482450674240888
MCRIP2,MCRIP2,-0.014822236716621761,0.014822236716621761
AC012101.2,AC012101.2,0.014821589797969785,0.014821589797969785
PIWIL2,PIWIL2,0.014820093098639344,0.014820093098639344
LONRF3,LONRF3,0.01481830018058507,0.01481830018058507
AL590226.1,AL590226.1,0.014816478418290816,0.014816478418290816
ZFPM2,ZFPM2,0.01480788657783929,0.01480788657783929
AP003555.2,AP003555.2,0.014807185411028162,0.014807185411028162
SPAG5,SPAG5,-0.014806519661296143,0.014806519661296143
AL049779.4,AL049779.4,0.014804911496188703,0.014804911496188703
EFCAB1,EFCAB1,0.014804894086883885,0.014804894086883885
PIMREG,PIMREG,-0.01480332570873669,0.01480332570873669
GFUS,GFUS,-0.014802827037810176,0.014802827037810176
INPP1,INPP1,0.014800132808962295,0.014800132808962295
EDN3,EDN3,0.014796626922511255,0.014796626922511255
IGFN1,IGFN1,0.01479635291731037,0.01479635291731037
PPARGC1A,PPARGC1A,0.014795562069985913,0.014795562069985913
GYS2,GYS2,0.014792977721004014,0.014792977721004014
TBC1D4,TBC1D4,0.014791283169396877,0.014791283169396877
KIF20A,KIF20A,-0.014789831857174234,0.014789831857174234
AC092645.1,AC092645.1,0.014789759184826948,0.014789759184826948
AC016026.2,AC016026.2,0.014787419974963098,0.014787419974963098
KLF3-AS1,KLF3-AS1,0.014785279664917576,0.014785279664917576
HYAL1,HYAL1,0.014784392453689557,0.014784392453689557
AC067817.2,AC067817.2,0.014782608893914063,0.014782608893914063
LMO2,LMO2,0.014780050975170416,0.014780050975170416
ABCA1,ABCA1,0.014778227038146338,0.014778227038146338
EEPD1,EEPD1,0.014776073012521514,0.014776073012521514
APBA1,APBA1,0.014775573158930562,0.014775573158930562
PCDHGA9,PCDHGA9,0.014774711163834478,0.014774711163834478
RGN,RGN,0.014771041441024984,0.014771041441024984
NPAS3,NPAS3,0.014768293314801818,0.014768293314801818
REV3L,REV3L,0.014761204318009636,0.014761204318009636
NAXE,NAXE,-0.01475949578944462,0.01475949578944462
GOLGA8H,GOLGA8H,0.014758629171910936,0.014758629171910936
LINC02458,LINC02458,0.014758378141644036,0.014758378141644036
CSN1S1,CSN1S1,0.014756160255778694,0.014756160255778694
CRB3,CRB3,-0.014749993640907047,0.014749993640907047
CAT,CAT,0.014731823417479577,0.014731823417479577
RGS2,RGS2,0.01472290267349171,0.01472290267349171
AC062004.1,AC062004.1,0.014717611502335356,0.014717611502335356
TACC3,TACC3,-0.014717086030003174,0.014717086030003174
HCRTR1,HCRTR1,0.014711884440532256,0.014711884440532256
AC007938.1,AC007938.1,0.014709297144897068,0.014709297144897068
BVES,BVES,0.01470785263122617,0.01470785263122617
DTL,DTL,-0.014706337955897892,0.014706337955897892
LINC00923,LINC00923,0.014706159862675972,0.014706159862675972
MTMR10,MTMR10,0.014703087967104737,0.014703087967104737
SKA3,SKA3,-0.01469888674355027,0.01469888674355027
SEMA5A,SEMA5A,0.014698362311885005,0.014698362311885005
AC092999.1,AC092999.1,0.014696124947824907,0.014696124947824907
AC084757.3,AC084757.3,0.014689827808059969,0.014689827808059969
EEF1AKMT4,EEF1AKMT4,-0.014687458195076183,0.014687458195076183
SCTR-AS1,SCTR-AS1,0.014686491442554133,0.014686491442554133
AC099344.3,AC099344.3,0.014685986204270779,0.014685986204270779
ZDBF2,ZDBF2,0.014683614399768972,0.014683614399768972
RNF186,RNF186,0.014681446120729687,0.014681446120729687
LINC01612,LINC01612,0.01468076833160679,0.01468076833160679
KCNJ2,KCNJ2,0.014679703467472077,0.014679703467472077
ZNF106,ZNF106,0.014676583358227597,0.014676583358227597
FOS,FOS,0.01467625325010188,0.01467625325010188
AP003117.1,AP003117.1,0.014675695337124659,0.014675695337124659
AC026316.4,AC026316.4,0.014675200287293562,0.014675200287293562
NOS1,NOS1,0.014672973086311193,0.014672973086311193
F12,F12,-0.01467236448837938,0.01467236448837938
SPAAR,SPAAR,0.014671574712020723,0.014671574712020723
AL355355.1,AL355355.1,0.014668588219432272,0.014668588219432272
MYO1H,MYO1H,0.014668549139179173,0.014668549139179173
CCN1,CCN1,0.014668128380220769,0.014668128380220769
LAMTOR2,LAMTOR2,-0.014667180553235067,0.014667180553235067
MYH2,MYH2,0.014662456889777317,0.014662456889777317
EXOSC4,EXOSC4,-0.014660922711351585,0.014660922711351585
EHD2,EHD2,0.014658337019226265,0.014658337019226265
MGAM2,MGAM2,0.014656970138679901,0.014656970138679901
CRHR2,CRHR2,0.01465286210849253,0.01465286210849253
MFSD3,MFSD3,-0.014648485831081325,0.014648485831081325
MYZAP,MYZAP,0.014646301741848522,0.014646301741848522
AL022329.1,AL022329.1,0.014646137802460888,0.014646137802460888
EDA,EDA,0.014646044976971544,0.014646044976971544
PCARE,PCARE,0.014645597856755916,0.014645597856755916
ABLIM1,ABLIM1,0.014641489075433117,0.014641489075433117
AQP7P3,AQP7P3,0.014639946320506891,0.014639946320506891
AC027601.2,AC027601.2,0.014639364242300203,0.014639364242300203
